id,x,y,infectedButNotContagious,contagious,showingSymptoms,seriouslySick,critical,recovered
91628201,4577805,5803232,25,29,31,0,0,41
91475101,4568961,5810063,26,30,0,0,0,42
84637601,4573728,5807607,33,37,39,0,0,49
82096301,4571303,5812727,21,25,27,41,32,44
78974401,4614523,5821608,17,21,0,0,0,33
78914201,4615719,5822307,21,25,27,0,0,37
74315401,4576617,5752101,0,0,0,0,0,0
68944801,4682302,5735518,33,37,0,0,0,49
68913201,4682671,5737482,0,0,0,0,0,0
55220701,4612848,5792892,33,37,39,0,0,49
51507701,4679257,5724320,45,49,51,0,0,61
482500301,4529474,5867333,53,57,0,0,0,69
471536501,4621601,5707226,0,0,0,0,0,0
463022301,4543234,5893798,33,37,39,0,0,49
460136401,4648652,5780018,33,37,39,0,0,49
454294501,4680087,5782429,29,33,35,0,0,45
450294101,4604017,5821832,25,29,31,0,0,41
440087701,4598855,5817927,21,25,27,0,0,37
429234901,4598799,5817856,21,25,27,0,0,37
421034801,4594996,5824054,0,0,0,0,0,0
413574401,4597293,5818349,21,25,27,31,0,44
405046701,4600656,5828060,17,21,23,0,0,33
399267601,4592231,5821637,0,0,0,0,0,0
377838101,4608355,5812198,0,0,0,0,0,0
349941501,4595721,5821910,25,29,31,0,0,41
345178101,4595065,5820293,21,25,27,0,0,37
302448101,4591793,5830558,21,25,27,31,0,44
300337001,4583500,5822102,21,25,0,0,0,37
295887901,4599075,5821714,0,0,0,0,0,0
281905601,4594427,5811774,0,0,0,0,0,0
271130401,4607566,5822362,0,0,0,0,0,0
270362501,4608971,5822006,25,29,31,35,0,48
264454301,4587176,5816785,21,25,27,0,0,37
26249301,4579448,5774739,0,0,0,0,0,0
261814701,4608199,5821912,21,25,27,0,0,37
254860401,4592900,5827320,21,25,27,0,0,37
244489401,4598860,5817507,22,26,0,0,0,38
24085501,4598159,5788508,29,33,35,0,0,45
22794101,4490705,5883331,0,0,0,0,0,0
216402301,4589511,5809444,21,25,27,31,0,44
209401601,4584793,5824538,0,0,0,0,0,0
188840801,4593536,5809855,0,0,0,0,0,0
174166801,4577499,5828867,0,0,0,0,0,0
173113101,4589666,5821364,0,0,0,0,0,0
170316401,4551727,5864592,41,45,47,0,0,57
163430301,4538597,5807699,33,37,39,0,0,49
162856101,4528113,5807278,28,32,34,0,0,44
160646701,4537010,5807071,26,30,32,0,0,42
158511201,4528113,5807278,29,33,35,0,0,45
145499601,4581934,5847381,0,0,0,0,0,0
134901401,4659609,5738243,0,0,0,0,0,0
134322801,4660148,5738364,30,34,36,40,0,53
133507901,4664035,5741121,33,37,39,43,0,56
133455401,4659233,5742201,32,36,38,0,0,48
132146501,4660538,5736111,29,33,35,0,0,45
131516001,4664650,5744176,41,45,47,0,0,57
131079101,4660579,5740334,0,0,0,0,0,0
129867601,4660603,5735285,0,0,0,0,0,0
121794701,4643834,5741871,0,0,0,0,0,0
113526201,4668672,5798672,22,26,0,0,0,38
113052201,4672514,5800236,21,25,27,0,0,37
470792801,4560169,5886950,0,0,0,0,0,0
76510101,4618237,5718520,41,45,0,0,0,57
294959901,4600648,5810759,0,0,0,0,0,0
352968401,4577006,5824012,29,33,35,0,0,45
221667601,4596797,5817506,21,25,27,0,0,37
104441901,4642488,5710688,0,0,0,0,0,0
95875101,4611122,5825424,29,33,35,0,0,45
94324001,4574914,5803509,0,0,0,0,0,0
56269801,4616533,5797776,25,29,31,0,0,41
102642901,4655695,5902390,28,32,0,0,0,44
308775301,4593969,5819941,0,0,0,0,0,0
342159901,4580718,5824171,21,25,27,0,0,37
112641901,4670513,5804440,13,17,0,0,0,29
12138001,4613120,5752511,0,0,0,0,0,0
480002501,4633122,5749435,38,42,0,0,0,54
283851001,4591196,5813912,0,0,0,0,0,0
403262501,4602072,5821309,0,0,0,0,0,0
10536701,4609649,5804900,18,22,24,0,0,34
163206201,4542698,5811544,29,33,35,0,0,45
64437801,4629797,5818105,0,0,0,0,0,0
69986101,4572796,5766312,26,30,32,0,0,42
220377001,4595411,5806582,17,21,23,0,0,33
37251801,4586758,5796441,0,0,0,0,0,0
153273201,4615397,5816217,0,0,0,0,0,0
128502001,4659013,5743083,27,31,33,0,0,43
170644801,4553867,5866140,0,0,0,0,0,0
78936501,4615988,5820968,26,30,0,0,0,42
230424101,4591552,5815780,21,25,27,0,0,37
445667901,4583521,5811044,0,0,0,0,0,0
468379801,4517461,5889492,53,57,59,0,0,69
389595001,4597248,5825057,0,0,0,0,0,0
428923101,4596985,5820034,0,0,0,0,0,0
410580401,4593090,5819292,17,21,23,0,0,33
84227901,4575098,5804282,21,25,0,0,0,37
188065901,4590716,5814934,0,0,0,0,0,0
404191701,4600629,5828721,20,24,26,0,0,36
398141501,4599895,5816210,25,29,31,0,0,41
391048101,4587170,5812830,21,25,27,0,0,37
113211001,4666609,5795915,25,29,31,0,0,41
286781901,4601170,5818993,0,0,0,0,0,0
328376201,4608268,5824959,25,29,31,0,0,41
390437601,4599811,5816189,22,26,28,0,0,38
8487701,4653490,5882794,9,13,15,0,0,25
446736601,4599477,5825299,0,0,0,0,0,0
14662501,4618241,5770816,25,29,31,0,0,41
454323401,4682169,5781233,0,0,0,0,0,0
107361901,4651348,5838830,25,29,31,0,0,41
55526201,4614758,5797304,29,33,0,0,0,45
135049101,4661179,5738481,0,0,0,0,0,0
85315501,4577805,5803232,25,29,31,0,0,41
101232301,4629949,5830672,33,37,39,0,0,49
472664301,4641589,5804530,29,33,35,0,0,45
164645601,4569950,5847596,37,41,43,0,0,53
39777101,4623201,5918059,26,30,32,0,0,42
264179101,4593914,5819896,21,25,27,0,0,37
47744601,4685711,5763328,33,37,39,0,0,49
435476201,4584267,5811307,0,0,0,0,0,0
134759101,4662881,5737668,0,0,0,0,0,0
130459701,4660812,5738814,37,41,43,0,0,53
455024601,4678936,5782289,37,41,43,0,0,53
465886301,4481776,5878588,0,0,0,0,0,0
351223301,4598584,5821969,25,29,31,0,0,41
177407401,4591290,5826721,0,0,0,0,0,0
262381001,4578065,5825572,25,29,31,35,0,48
208829801,4597104,5821227,0,0,0,0,0,0
167897001,4562234,5807568,0,0,0,0,0,0
127656701,4659090,5742436,38,42,44,0,0,54
37725201,4586401,5797584,26,30,32,0,0,42
410262601,4589274,5816979,21,25,27,0,0,37
87407301,4570064,5807078,25,29,31,0,0,41
274323001,4590227,5821823,19,23,25,0,0,35
487576901,4500090,5874119,0,0,0,0,0,0
448476301,4595826,5820230,0,0,0,0,0,0
135025601,4660687,5735417,0,0,0,0,0,0
7360401,4654231,5884370,21,25,27,0,0,37
266957101,4592915,5809882,25,29,31,0,0,41
110693201,4672408,5806331,0,0,0,0,0,0
130733701,4662176,5734432,0,0,0,0,0,0
53439801,4559853,5831307,0,0,0,0,0,0
469543001,4548303,5856783,0,0,0,0,0,0
153270801,4614707,5816157,0,0,0,0,0,0
77586301,4596603,5704977,0,0,0,0,0,0
129512701,4667067,5734851,45,49,51,0,0,61
122202001,4640209,5744371,38,42,44,0,0,54
359143101,4597899,5825357,0,0,0,0,0,0
430024901,4606296,5827634,0,0,0,0,0,0
15924501,4629092,5724777,45,49,51,0,0,61
86451901,4568961,5810063,26,30,0,0,0,42
248850001,4589703,5819545,0,0,0,0,0,0
138448701,4637742,5854652,0,0,0,0,0,0
278385301,4600629,5828721,17,21,23,27,0,40
27045201,4579998,5773136,29,33,35,0,0,45
74033801,4569574,5764338,0,0,0,0,0,0
64079201,4583123,5722079,0,0,0,0,0,0
373954001,4603426,5821089,17,21,23,0,0,33
436354401,4604773,5824612,0,0,0,0,0,0
24452301,4599970,5785493,25,29,31,0,0,41
357742701,4590636,5821756,21,25,27,0,0,37
489728001,4540375,5778482,0,0,0,0,0,0
15797401,4609726,5827554,29,33,0,0,0,45
47757201,4684073,5760809,34,38,40,0,0,50
144803401,4584019,5845556,21,25,27,0,0,37
463739701,4630248,5715646,53,57,59,0,0,69
198963101,4601997,5835980,0,0,0,0,0,0
422707701,4577475,5824656,17,21,23,0,0,33
147627601,4572736,5826118,33,37,39,0,0,49
142361201,4581367,5834958,17,21,23,0,0,33
316458601,4596110,5815021,25,29,31,0,0,41
117054201,4593116,5839423,29,33,35,0,0,45
92875301,4575582,5816201,0,0,0,0,0,0
94452401,4651512,5852620,25,29,0,0,0,41
160606901,4537447,5803955,26,30,32,0,0,42
135288501,4661577,5735019,0,0,0,0,0,0
68900401,4682302,5735518,33,37,0,0,0,49
488150001,4557074,5793069,0,0,0,0,0,0
31791701,4604415,5842178,0,0,0,0,0,0
113237701,4668775,5807133,25,29,31,0,0,41
445005701,4578932,5810203,25,29,31,0,0,41
159826601,4535631,5808997,25,29,0,0,0,41
2645701,4530673,5815255,0,0,0,0,0,0
93120501,4576362,5803716,22,26,28,0,0,38
131979701,4661818,5746077,33,37,39,53,44,56
446080201,4598610,5820547,0,0,0,0,0,0
293138801,4589802,5813114,0,0,0,0,0,0
44176501,4595381,5804702,0,0,0,0,0,0
234261201,4592544,5818791,0,0,0,0,0,0
175391201,4591148,5812181,0,0,0,0,0,0
158379901,4535077,5804908,25,29,31,0,0,41
108644301,4673042,5803309,0,0,0,0,0,0
460057001,4644609,5788266,0,0,0,0,0,0
95831701,4614079,5819606,21,25,27,0,0,37
92823901,4568911,5808016,25,29,0,0,0,41
235606301,4588609,5827228,0,0,0,0,0,0
30457601,4602661,5858207,13,17,19,0,0,29
152214301,4639171,5700016,33,37,0,0,0,49
340432501,4598291,5820829,21,25,27,0,0,37
135430301,4664650,5744176,41,45,0,0,0,57
131860001,4664227,5739304,30,34,36,0,0,46
322193001,4597974,5823432,0,0,0,0,0,0
119624801,4639499,5726856,33,37,39,0,0,49
24242901,4600593,5788130,17,21,23,0,0,33
74265301,4574824,5754257,0,0,0,0,0,0
371727101,4589777,5813056,0,0,0,0,0,0
69077301,4682421,5736993,42,46,48,62,53,65
458381301,4544085,5869460,33,37,39,0,0,49
322776701,4582173,5826085,17,21,23,27,0,40
113091801,4670846,5801430,34,38,40,0,0,50
463632001,4633489,5714256,49,53,0,0,0,65
237496501,4595327,5810768,21,25,0,0,0,37
409575401,4587797,5819738,21,25,27,0,0,37
154863101,4625016,5812940,21,25,27,0,0,37
330176601,4589457,5815947,0,0,0,0,0,0
206484101,4595309,5809030,21,25,27,0,0,37
161450201,4536636,5809682,0,0,0,0,0,0
426237001,4590830,5821344,0,0,0,0,0,0
93296701,4570560,5812095,21,25,27,0,0,37
243661601,4586933,5823872,21,25,27,0,0,37
93248001,4575067,5815026,0,0,0,0,0,0
339104301,4597043,5823676,33,37,39,0,0,49
284556601,4600272,5820177,28,32,34,0,0,44
265675901,4592115,5821595,0,0,0,0,0,0
179233101,4592068,5811987,0,0,0,0,0,0
357876801,4608409,5813889,25,29,31,0,0,41
119699101,4517346,5856589,0,0,0,0,0,0
59417701,4616431,5858011,21,25,0,0,0,37
434808901,4590046,5817866,21,25,27,0,0,37
83576901,4572204,5808955,33,37,0,0,0,49
303689901,4595765,5806859,23,27,29,0,0,39
37543301,4586676,5796582,26,30,32,0,0,42
7264001,4653967,5883427,25,29,31,0,0,41
84017801,4574569,5806117,0,0,0,0,0,0
326832101,4581062,5824653,21,25,27,0,0,37
86253401,4575902,5816276,26,30,32,0,0,42
55618401,4617797,5797518,26,30,32,0,0,42
60148801,4627043,5855675,25,29,31,0,0,41
72590001,4613379,5858839,13,17,19,0,0,29
131440101,4660400,5734788,38,42,0,0,0,54
224652701,4594708,5808428,21,25,27,0,0,37
418424401,4583572,5823507,0,0,0,0,0,0
164154901,4534096,5809138,29,33,35,0,0,45
104987701,4637623,5711605,45,49,51,0,0,61
288533001,4603263,5819343,0,0,0,0,0,0
294850601,4590097,5819682,17,21,23,0,0,33
239540701,4589688,5814256,0,0,0,0,0,0
486734101,4642105,5879779,0,0,0,0,0,0
104243401,4637902,5712625,0,0,0,0,0,0
363185701,4581346,5825694,0,0,0,0,0,0
489712401,4533675,5790361,0,0,0,0,0,0
29837801,4597494,5842163,25,29,31,0,0,41
211050901,4599951,5823477,21,25,27,0,0,37
128477001,4661139,5737050,38,42,44,0,0,54
7755701,4654231,5884370,22,26,28,0,0,38
445385601,4586589,5819290,0,0,0,0,0,0
127869201,4658065,5739085,41,45,47,0,0,57
116923701,4592510,5843989,21,25,27,0,0,37
393089901,4591388,5829381,0,0,0,0,0,0
60602201,4611942,5791144,22,26,28,0,0,38
93420001,4565735,5809013,25,29,31,0,0,41
133369701,4659978,5738354,41,45,47,0,0,57
26527401,4580495,5774842,0,0,0,0,0,0
127956001,4661725,5739050,37,41,0,0,0,53
326841801,4587865,5820388,21,25,27,0,0,37
144099801,4581111,5847114,33,37,0,0,0,49
30317601,4600490,5852072,25,29,31,0,0,41
458794901,4521430,5778294,0,0,0,0,0,0
110502501,4673042,5803309,0,0,0,0,0,0
102241901,4607665,5904347,0,0,0,0,0,0
8352101,4653747,5886606,25,29,31,0,0,41
131428901,4659892,5738593,0,0,0,0,0,0
274990901,4597415,5817710,13,17,19,0,0,29
414298901,4598877,5810963,0,0,0,0,0,0
420664901,4593305,5830242,0,0,0,0,0,0
139773101,4574746,5843738,17,21,23,0,0,33
100693601,4628528,5828132,33,37,39,0,0,49
47552201,4685878,5760513,0,0,0,0,0,0
386412901,4588820,5811175,25,29,31,0,0,41
415703901,4589076,5811552,57,61,0,0,0,73
437259101,4591305,5821666,21,25,27,0,0,37
107641701,4579649,5841410,25,29,0,0,0,41
465808501,4483468,5873358,41,45,47,0,0,57
113211801,4672662,5806112,25,29,31,0,0,41
401304001,4594258,5815946,0,0,0,0,0,0
169813701,4556901,5868668,37,41,43,0,0,53
397614501,4582132,5821206,21,25,27,0,0,37
306749701,4597720,5814876,0,0,0,0,0,0
312180801,4583011,5829529,0,0,0,0,0,0
33110501,4608011,5844656,0,0,0,0,0,0
441833801,4607939,5820280,0,0,0,0,0,0
432341401,4589906,5826922,21,25,0,0,0,37
430542201,4581679,5821196,25,29,0,0,0,41
288256501,4594188,5814788,0,0,0,0,0,0
134391801,4661542,5740070,0,0,0,0,0,0
331982101,4590468,5828817,0,0,0,0,0,0
129913801,4664306,5741012,34,38,40,0,0,50
410504101,4591050,5818527,13,17,19,0,0,29
144191801,4589430,5849169,25,29,31,0,0,41
389578501,4590121,5820000,22,26,0,0,0,38
149321901,4576430,5825843,0,0,0,0,0,0
332629401,4601141,5820881,29,33,35,0,0,45
328692901,4599139,5818360,22,26,28,0,0,38
298998901,4594027,5823714,25,29,31,0,0,41
104376001,4642632,5715154,37,41,43,0,0,53
88303801,4572123,5814551,25,29,31,0,0,41
162859501,4535148,5809047,30,34,0,0,0,46
351507901,4589926,5819121,21,25,27,0,0,37
381890101,4600745,5813945,33,37,39,0,0,49
489958301,4542763,5783189,0,0,0,0,0,0
282361201,4609665,5823124,25,29,31,0,0,41
336601601,4582611,5826630,21,25,27,31,0,44
107252701,4566949,5828387,26,30,32,0,0,42
303454201,4590287,5827777,0,0,0,0,0,0
133135301,4662963,5738562,34,38,40,0,0,50
289811301,4597704,5812209,0,0,0,0,0,0
120394101,4589091,5870934,33,37,0,0,0,49
98901001,4569731,5886271,22,26,28,0,0,38
26401501,4580699,5774054,29,33,35,0,0,45
256405701,4593346,5830242,0,0,0,0,0,0
103731001,4639026,5711370,0,0,0,0,0,0
68357401,4684108,5737819,38,42,44,48,0,61
142163601,4581463,5833581,22,26,28,0,0,38
92636601,4571237,5813533,0,0,0,0,0,0
280433601,4603522,5819764,21,25,27,0,0,37
306632601,4590576,5832265,0,0,0,0,0,0
68952101,4682324,5735813,34,38,40,0,0,50
241357201,4590279,5816999,17,21,23,0,0,33
335903101,4585841,5819982,21,25,27,0,0,37
234563001,4599042,5827259,17,21,23,0,0,33
171560101,4553705,5866807,37,41,0,0,0,53
91843501,4574708,5803944,27,31,33,0,0,43
27038301,4580699,5774054,29,33,35,0,0,45
283508701,4582687,5812570,0,0,0,0,0,0
91317501,4576070,5807049,25,29,31,0,0,41
302812801,4592185,5831397,0,0,0,0,0,0
113666901,4674336,5800908,21,25,27,0,0,37
193954101,4602635,5816262,21,25,27,0,0,37
456355901,4581874,5809343,0,0,0,0,0,0
435696701,4583558,5824853,0,0,0,0,0,0
447730201,4605442,5809692,37,41,43,0,0,53
410819501,4594008,5817769,0,0,0,0,0,0
59854701,4619060,5857837,17,21,23,0,0,33
445487701,4593877,5813564,0,0,0,0,0,0
490012801,4585200,5791424,21,25,0,0,0,37
22770801,4489768,5884213,0,0,0,0,0,0
53874901,4611629,5793387,21,25,27,0,0,37
107503601,4579352,5840084,21,25,27,0,0,37
39379701,4600992,5888379,0,0,0,0,0,0
188614801,4609223,5824154,17,21,23,0,0,33
390482201,4576526,5822234,21,25,27,0,0,37
465156401,4574056,5896318,0,0,0,0,0,0
18397401,4665474,5713753,41,45,47,0,0,57
16552401,4618400,5792916,33,37,39,0,0,49
449579401,4594596,5810887,25,29,31,0,0,41
238693001,4603786,5821447,25,29,31,0,0,41
129056401,4661445,5739756,25,29,31,0,0,41
77510201,4598882,5708468,0,0,0,0,0,0
346006301,4596493,5820168,0,0,0,0,0,0
415657001,4592508,5826824,17,21,23,0,0,33
238885901,4601869,5823403,21,25,0,0,0,37
266702201,4578992,5821666,21,25,0,0,0,37
32756801,4610985,5837831,37,41,43,0,0,53
302936601,4590668,5820670,22,26,0,0,0,38
475294801,4641691,5800563,0,0,0,0,0,0
130736601,4660717,5735532,29,33,35,0,0,45
250002201,4577600,5823077,0,0,0,0,0,0
473221201,4639986,5806955,29,33,35,0,0,45
186830201,4597655,5823642,0,0,0,0,0,0
93229701,4574433,5804547,25,29,31,0,0,41
414081301,4604411,5827407,25,29,31,0,0,41
83455401,4565974,5809726,29,33,35,0,0,45
466360001,4482199,5874085,34,38,0,0,0,50
163966401,4528324,5808661,26,30,32,0,0,42
33570301,4607492,5845284,25,29,31,0,0,41
174422501,4583235,5812285,17,21,0,0,0,33
30242201,4602661,5858207,17,21,0,0,0,33
61425201,4636499,5884193,37,41,43,0,0,53
435882101,4590567,5821193,17,21,23,0,0,33
94201301,4571356,5808730,25,29,31,0,0,41
28029501,4593842,5729179,65,69,0,0,0,81
388637701,4589329,5823936,0,0,0,0,0,0
137604801,4588464,5807048,9,13,15,29,20,32
97631101,4518456,5830639,37,41,43,0,0,53
491511601,4464790,5884868,34,38,0,0,0,50
86644501,4569238,5807253,21,25,0,0,0,37
59028201,4616431,5858011,22,26,28,32,0,45
152592601,4614702,5816080,0,0,0,0,0,0
128607501,4661092,5739359,45,49,0,0,0,61
182327001,4600625,5827629,21,25,27,0,0,37
315768301,4580320,5819993,13,17,0,0,0,29
27384901,4613099,5848228,21,25,27,0,0,37
238344201,4604955,5822135,42,46,0,0,0,58
438945301,4598454,5823671,0,0,0,0,0,0
366347901,4594632,5808791,45,49,51,0,0,61
31962701,4605559,5838350,13,17,0,0,0,29
130126701,4664227,5739304,26,30,32,0,0,42
184631301,4591112,5810113,21,25,27,31,0,44
51444201,4680055,5731694,0,0,0,0,0,0
17647501,4610258,5802065,23,27,0,0,0,39
246915501,4591308,5812996,0,0,0,0,0,0
489024901,4541621,5784940,33,37,39,0,0,49
39334101,4607624,5880811,0,0,0,0,0,0
460923501,4579437,5858010,25,29,31,0,0,41
122021401,4644453,5733033,37,41,43,0,0,53
323831701,4598848,5822352,13,17,19,23,0,36
435887401,4600474,5824846,0,0,0,0,0,0
7897401,4648080,5887564,24,28,30,0,0,40
157667401,4565670,5777488,21,25,27,0,0,37
168500601,4660522,5802933,17,21,23,0,0,33
98559001,4590691,5733298,38,42,44,0,0,54
77845301,4596814,5709708,30,34,36,0,0,46
74185601,4574833,5758061,49,53,55,0,0,65
165958601,4530509,5857745,17,21,23,0,0,33
119509801,4574064,5882176,28,32,0,0,0,44
476844501,4589152,5834200,0,0,0,0,0,0
215434801,4588160,5818507,0,0,0,0,0,0
375848201,4581873,5821588,21,25,27,0,0,37
142541301,4581271,5834258,29,33,0,0,0,45
19097901,4665306,5715549,30,34,36,0,0,46
113396601,4672590,5805063,29,33,35,0,0,45
167568201,4563952,5803960,34,38,40,0,0,50
457321101,4585014,5809306,0,0,0,0,0,0
222220101,4590407,5831995,0,0,0,0,0,0
354978701,4599581,5821781,0,0,0,0,0,0
129835801,4660891,5737988,0,0,0,0,0,0
67098901,4607543,5707257,0,0,0,0,0,0
208086201,4603455,5819677,21,25,0,0,0,37
21958301,4491561,5882816,37,41,43,0,0,53
21312001,4626072,5780932,0,0,0,0,0,0
483696501,4563307,5798898,25,29,31,0,0,41
21919601,4493320,5881009,21,25,27,0,0,37
3730801,4617302,5873326,0,0,0,0,0,0
274872901,4594606,5828737,29,33,35,0,0,45
197987901,4588482,5820428,0,0,0,0,0,0
395783401,4593832,5830100,0,0,0,0,0,0
265000901,4581112,5824344,0,0,0,0,0,0
483648501,4567298,5801554,25,29,31,0,0,41
382852601,4589576,5812437,21,25,27,0,0,37
397020901,4584907,5821923,0,0,0,0,0,0
90563901,4567674,5808412,25,29,31,0,0,41
34794701,4645405,5748965,0,0,0,0,0,0
25145501,4598159,5788508,33,37,39,0,0,49
180461301,4589854,5829519,17,21,23,0,0,33
109046101,4669188,5803191,21,25,27,31,0,44
360416601,4605927,5827497,39,43,0,0,0,55
68512301,4682432,5740340,29,33,35,0,0,45
76627401,4617819,5722657,21,25,27,0,0,37
26188401,4580498,5774789,45,49,51,0,0,61
40936001,4624494,5911165,30,34,36,0,0,46
354284601,4595694,5817927,17,21,23,0,0,33
322448801,4589346,5817583,33,37,39,0,0,49
471470501,4621541,5710344,33,37,0,0,0,49
117510801,4622999,5823802,17,21,23,0,0,33
186980701,4600486,5818733,21,25,27,0,0,37
268468801,4592572,5829263,29,33,35,0,0,45
291736101,4595334,5809329,17,21,23,0,0,33
59534101,4623864,5856675,14,18,20,0,0,30
446085301,4599590,5821475,0,0,0,0,0,0
464941001,4574325,5901419,0,0,0,0,0,0
231986301,4585755,5816866,21,25,27,0,0,37
114158801,4577652,5874584,0,0,0,0,0,0
96551701,4523923,5830731,25,29,31,0,0,41
377659601,4592515,5830217,21,25,27,0,0,37
414570001,4607525,5820443,0,0,0,0,0,0
272368401,4582374,5822471,25,29,31,0,0,41
103805501,4638552,5711163,51,55,57,0,0,67
275197801,4590738,5822348,17,21,23,0,0,33
113147101,4673175,5804345,30,34,0,0,0,46
65639901,4603623,5835512,0,0,0,0,0,0
177724701,4597780,5820914,21,25,27,0,0,37
138607201,4641883,5849878,0,0,0,0,0,0
430425201,4589019,5820489,25,29,31,0,0,41
218728801,4588424,5816367,17,21,23,0,0,33
478756101,4653510,5784324,0,0,0,0,0,0
206885401,4602756,5828189,29,33,35,0,0,45
238675001,4587831,5821472,9,13,15,0,0,25
308621001,4578490,5822606,17,21,23,0,0,33
138673101,4637718,5852241,25,29,31,0,0,41
129690201,4660969,5735140,29,33,0,0,0,45
309931401,4601241,5831972,21,25,0,0,0,37
231428801,4597093,5807077,25,29,31,35,0,48
4784701,4603257,5808440,0,0,0,0,0,0
55618301,4610830,5796918,21,25,27,0,0,37
59950501,4623086,5859231,18,22,24,0,0,34
162639401,4535631,5808997,25,29,0,0,0,41
362984701,4591980,5819728,17,21,23,0,0,33
134929801,4662045,5738601,41,45,47,0,0,57
114810801,4661565,5814796,0,0,0,0,0,0
197145001,4607613,5822467,17,21,0,0,0,33
393424101,4594437,5824476,0,0,0,0,0,0
275600201,4599006,5823730,21,25,27,0,0,37
324962901,4597024,5819524,0,0,0,0,0,0
105142401,4670560,5827030,29,33,35,0,0,45
41237101,4624305,5910340,25,29,31,0,0,41
117757401,4620895,5822243,17,21,23,0,0,33
51034901,4585344,5708107,0,0,0,0,0,0
51423001,4679632,5729688,45,49,51,0,0,61
481315301,4559736,5783959,17,21,23,0,0,33
418888901,4592429,5824469,0,0,0,0,0,0
21053001,4597374,5797891,27,31,0,0,0,43
144184601,4581112,5849427,33,37,39,0,0,49
72913801,4617508,5860848,30,34,36,0,0,46
100555001,4625160,5822010,17,21,23,0,0,33
456934301,4584464,5809786,29,33,0,0,0,45
98765401,4630789,5843639,0,0,0,0,0,0
33081801,4607492,5845284,25,29,31,0,0,41
306120901,4596081,5812453,34,38,0,0,0,50
253145001,4590448,5817410,25,29,31,0,0,41
48459701,4590077,5728363,0,0,0,0,0,0
347647601,4598126,5824119,17,21,23,0,0,33
491270301,4503806,5887361,34,38,40,0,0,50
402207701,4589259,5832386,0,0,0,0,0,0
127688201,4661818,5746077,37,41,43,57,48,60
481990101,4523946,5871747,5,9,11,0,0,21
100925501,4628582,5828341,17,21,23,0,0,33
155262801,4622555,5694707,0,0,0,0,0,0
113415401,4669056,5802837,17,21,23,0,0,33
63028301,4604405,5704497,17,21,23,27,0,40
197775601,4599427,5811562,0,0,0,0,0,0
327305701,4590406,5815280,0,0,0,0,0,0
392424601,4597707,5825957,0,0,0,0,0,0
126360201,4618882,5815976,21,25,27,0,0,37
290042401,4604824,5810923,21,25,0,0,0,37
38102501,4589172,5803145,22,26,0,0,0,38
454292101,4682724,5782114,25,29,31,0,0,41
231099701,4610320,5806177,0,0,0,0,0,0
23635701,4483184,5892168,0,0,0,0,0,0
64557201,4625535,5820988,38,42,44,0,0,54
9871101,4599275,5703336,17,21,23,0,0,33
13459201,4655631,5740350,33,37,39,0,0,49
466013301,4483661,5874226,17,21,23,0,0,33
187886301,4598032,5816442,17,21,23,0,0,33
53849401,4613700,5796069,29,33,35,0,0,45
364627301,4596200,5819793,21,25,27,0,0,37
153087701,4617699,5816414,0,0,0,0,0,0
103590101,4637525,5711653,25,29,31,0,0,41
348577301,4606156,5813200,25,29,0,0,0,41
147775701,4571561,5825116,29,33,35,0,0,45
142177501,4582281,5834485,25,29,31,0,0,41
76506601,4618896,5721237,51,55,57,0,0,67
6465001,4652199,5891788,22,26,28,0,0,38
93908001,4571654,5808202,29,33,0,0,0,45
89435401,4572757,5808273,21,25,27,0,0,37
33434701,4603814,5838661,21,25,27,0,0,37
37388501,4586415,5796764,21,25,27,0,0,37
284471401,4579919,5821410,17,21,23,0,0,33
104570901,4643441,5709277,45,49,51,55,0,68
166607601,4562039,5803124,0,0,0,0,0,0
455532401,4682096,5782729,22,26,0,0,0,38
310962601,4597037,5821466,0,0,0,0,0,0
71105301,4645137,5821317,0,0,0,0,0,0
88556301,4566338,5808264,25,29,31,0,0,41
240409801,4589492,5832134,0,0,0,0,0,0
206229401,4605235,5809380,21,25,27,0,0,37
111319801,4669936,5800626,34,38,40,0,0,50
28052601,4598032,5732740,49,53,55,0,0,65
34388201,4593652,5782141,26,30,32,0,0,42
490221101,4577838,5791579,0,0,0,0,0,0
384583401,4605862,5827984,29,33,35,0,0,45
365480901,4594086,5825025,25,29,0,0,0,41
90157201,4566847,5808186,21,25,27,0,0,37
251754101,4586088,5823704,17,21,23,0,0,33
118019301,4621039,5824876,17,21,23,0,0,33
56893201,4616409,5858658,17,21,23,0,0,33
17274501,4611366,5802950,0,0,0,0,0,0
183219201,4585235,5809877,21,25,0,0,0,37
303360701,4591327,5812196,21,25,27,0,0,37
158870301,4537546,5808412,0,0,0,0,0,0
246098801,4589589,5818673,17,21,23,0,0,33
363234701,4588845,5816547,21,25,27,31,0,44
277918301,4594180,5819311,21,25,27,0,0,37
429531801,4602038,5819199,25,29,31,0,0,41
210170601,4597129,5817285,21,25,27,0,0,37
384082101,4589439,5809927,25,29,31,0,0,41
343676401,4602146,5826000,0,0,0,0,0,0
403540901,4594875,5807503,22,26,28,0,0,38
214586301,4591166,5815843,21,25,27,0,0,37
101888201,4522975,5846333,0,0,0,0,0,0
41812101,4617164,5726880,0,0,0,0,0,0
57816501,4622064,5856547,0,0,0,0,0,0
399072001,4615520,5805766,21,25,27,0,0,37
144484801,4581914,5848773,21,25,27,0,0,37
